room_id,host_id,room_type,borough,neighborhood,reviews,overall_satisfaction,accommodates,bedrooms,price,minstay,latitude,longitude,last_modified
11187045,27138715,Entire home/apt,,4,1,5,2,0,75,3,21.276254,-157.82362,18:53.8
9992029,51335004,Entire home/apt,,2,2,5,,4,485,4,21.581423,-158.12482,18:51.5
10120955,48618586,Entire home/apt,,1,0,,,5,542,,21.414025,-158.177787,18:44.3
3829376,12622337,Entire home/apt,,4,36,4.5,,2,225,2,21.284724,-157.830886,18:40.7
8657935,26591491,Entire home/apt,,4,0,,4,0,140,3,21.280202,-157.825306,18:30.1
8942761,33048709,Entire home/apt,,4,4,5,2,1,115,3,21.28617,-157.839639,18:27.3
9107318,44201399,Entire home/apt,,2,0,,,5,1468,,21.66457,-158.051253,18:21.5
4867768,6503685,Entire home/apt,,5,8,4,3,1,88,3,21.296701,-157.795241,18:13.2
6644077,10306818,Private room,,2,18,5,1,1,60,3,21.576495,-158.107249,18:06.6
5077071,12902136,Entire home/apt,,1,0,,4,1,300,7,21.330852,-158.120417,18:00.3
1235974,2709332,Entire home/apt,,4,17,4,3,1,98,2,21.275249,-157.813079,17:58.2
1583670,8434637,Entire home/apt,,4,36,4.5,,3,319,1,21.272194,-157.812608,17:51.3
2867240,14656281,Private room,,5,47,4.5,2,1,64,2,21.280511,-157.807478,17:31.2
4504530,23361209,Entire home/apt,,3,18,4.5,4,2,190,3,21.34428,-157.735013,17:27.8
9116321,1191923,Entire home/apt,,4,1,4,,4,795,4,21.281026,-157.741653,17:21.2
2570775,1671879,Entire home/apt,,4,19,4.5,5,1,159,4,21.275914,-157.82218,17:13.2
323934,1649970,Private room,,6,36,4,2,1,65,1,21.313666,-157.829853,17:10.0
9739173,50249223,Entire home/apt,,4,9,4.5,3,0,139,1,21.285431,-157.839556,17:06.2
8613230,43532519,Entire home/apt,,2,1,4,,3,375,4,21.619299,-157.915404,17:03.6
4977910,14898273,Entire home/apt,,3,0,,,3,970,5,21.398152,-157.730868,16:49.8
4294936,3970342,Entire home/apt,,1,25,4.5,4,1,100,2,21.483202,-158.203467,16:45.9
3425630,17267899,Entire home/apt,,1,2,5,,2,800,7,21.334376,-158.122226,16:38.9
236478,1239659,Private room,,4,100,5,1,1,70,5,21.284348,-157.834822,16:29.9
6399257,25658334,Private room,,4,14,4.5,3,1,80,3,21.272115,-157.794578,16:26.3
9162021,47689828,Entire home/apt,,4,4,4.5,,2,250,2,21.286066,-157.83714,16:18.8
8657320,26591491,Entire home/apt,,4,0,,3,0,150,3,21.280718,-157.825272,16:11.8
1539326,8205969,Private room,,1,10,5,4,1,65,1,21.335234,-158.056876,16:02.5
4294289,13508451,Entire home/apt,,2,13,5,,3,300,3,21.674694,-158.037321,15:58.5
4060493,11206419,Private room,,3,19,5,2,1,165,30,21.393592,-157.720534,15:34.6
4183329,15274083,Entire home/apt,,4,0,,4,1,214,2,21.284826,-157.829095,15:25.0
820230,1504615,Private room,,2,67,4.5,2,1,95,1,21.590803,-158.104332,15:21.4
1970938,9032726,Entire home/apt,,2,3,5,,6,400,7,21.623466,-157.921297,15:12.7
5329256,27135772,Private room,,5,22,5,2,1,78,2,21.28762,-157.802147,15:11.0
9861629,49868334,Entire home/apt,,4,6,5,5,1,135,2,21.281142,-157.827835,14:40.3
3193480,15274083,Entire home/apt,,4,0,,2,0,177,7,21.284645,-157.83003,14:36.3
9996944,51356467,Private room,,4,0,,2,1,750,3,21.280862,-157.73473,14:32.8
1903018,9727322,Private room,,2,75,5,2,1,110,1,21.67903,-158.032945,14:27.6
8869438,4298905,Entire home/apt,,1,4,4.5,,3,245,1,21.364254,-158.092898,14:24.6
10246419,11552197,Entire home/apt,,1,1,5,4,1,140,7,21.462454,-158.211473,14:13.6
10099373,3032821,Private room,,4,1,5,2,1,67,4,21.288429,-157.793032,14:11.0
6665617,33380091,Entire home/apt,,4,0,,5,1,190,1,21.274889,-157.82072,14:05.6
4932853,21088887,Entire home/apt,,4,18,5,2,1,199,1,21.284957,-157.838754,14:02.2
9653851,21751006,Private room,,4,16,5,3,1,69,3,21.271983,-157.807786,13:48.5
6940957,18839312,Entire home/apt,,7,0,,4,1,110,4,21.315339,-157.865091,13:38.2
6975517,36577621,Entire home/apt,,2,24,5,2,1,138,2,21.701634,-157.993593,13:22.1
11588634,31766872,Private room,,6,0,,2,1,75,1,21.368021,-157.899739,13:19.6
5751842,1209417,Private room,,1,8,4.5,2,1,70,1,21.332877,-158.072715,13:12.8
5293903,26646128,Entire home/apt,,4,32,4.5,4,1,165,14,21.280818,-157.827017,13:09.3
10283606,52893593,Entire home/apt,,4,0,,4,2,680,10,21.282336,-157.743763,12:50.6
7151120,3435373,Shared room,,4,11,4.5,,1,30,2,21.282239,-157.826784,12:47.5
7955724,1731631,Entire home/apt,,1,2,5,,3,550,4,21.342566,-158.119068,12:44.9
7859917,40060748,Entire home/apt,,4,0,,4,0,127,1,21.281496,-157.827074,12:39.1
887462,4622146,Private room,,1,0,,2,1,150,3,21.322899,-158.024241,12:31.4
6954978,36388020,Entire home/apt,,3,5,4.5,2,0,99,4,21.374056,-157.741267,12:28.2
10709628,12457533,Entire home/apt,,6,2,5,2,1,125,3,21.329472,-157.823032,12:25.3
9700299,49976686,Private room,,1,14,5,2,1,60,1,21.419597,-158.176298,12:02.4
8637528,9476342,Entire home/apt,,2,36,5,2,1,99,1,21.56103,-158.106048,11:43.9
8173272,43135198,Private room,,6,24,4,2,1,39,1,21.331133,-157.852134,11:36.1
4902958,25240699,Private room,,6,19,5,2,1,100,3,21.342077,-157.828201,11:32.6
4129890,2349948,Entire home/apt,,4,36,4.5,2,0,99,2,21.275362,-157.824276,11:29.4
10591734,7739112,Private room,,7,36,5,2,1,52,1,21.34691,-157.908684,03:49.0
7717321,3640574,Entire home/apt,,4,19,4.5,2,0,69,2,21.276531,-157.822625,03:37.7
10765418,1927133,Private room,,4,1,5,2,1,85,5,21.279656,-157.750643,03:27.5
9751540,16875991,Private room,,5,1,5,2,1,100,1,21.288955,-157.826824,03:24.3
7544300,10496350,Entire home/apt,,4,0,,,2,400,10,21.28743,-157.834282,03:21.2
6318750,14654082,Entire home/apt,,4,9,4.5,4,1,149,3,21.280023,-157.826278,03:03.1
6556785,21880984,Entire home/apt,,2,27,5,3,1,140,1,21.645457,-158.050793,02:58.7
963659,461037,Entire home/apt,,2,1,5,,6,2905,3,21.604694,-157.905043,02:38.8
5906612,3970342,Entire home/apt,,2,13,5,3,0,125,1,21.62982,-158.070212,02:32.4
8812994,46168551,Entire home/apt,,4,12,4.5,2,0,129,2,21.271086,-157.820617,02:29.7
7182884,37632447,Entire home/apt,,5,25,4.5,,2,95,2,21.307344,-157.814912,02:23.3
3053415,15274083,Entire home/apt,,4,3,5,,2,335,7,21.284887,-157.829401,02:12.3
9491383,49194163,Entire home/apt,,1,7,5,,3,235,1,21.409318,-158.174932,02:08.9
517649,2548403,Private room,,1,30,5,2,1,65,2,21.405877,-158.167238,01:52.9
7305563,38268914,Entire home/apt,,1,0,,,2,450,6,21.33441,-158.121113,01:42.2
4547299,10496350,Entire home/apt,,1,2,5,,2,409,6,21.334801,-158.120583,01:38.6
2142960,10937460,Entire home/apt,,4,16,4.5,3,0,120,3,21.283999,-157.836432,01:35.0
11066457,57440677,Private room,,4,2,,2,1,69,1,21.27762,-157.824874,01:32.0
5621198,25809048,Entire home/apt,,4,37,5,2,0,99,1,21.287575,-157.833156,01:29.7
3906186,16697177,Entire home/apt,,1,3,5,,5,2000,3,21.413473,-158.176944,01:27.3
10475434,22555593,Entire home/apt,,4,5,5,2,0,99,1,21.281068,-157.824608,01:19.5
7027308,36839537,Entire home/apt,,4,15,3.5,3,0,120,3,21.275431,-157.823173,01:13.2
6664267,34884725,Private room,,4,1,5,2,1,128,1,21.270684,-157.812774,01:05.7
6809648,1201525,Entire home/apt,,5,27,4.5,4,0,99,2,21.281657,-157.824967,00:43.0
4250457,22056400,Entire home/apt,,4,18,5,4,1,124,1,21.285057,-157.838126,00:39.5
10707311,706371,Entire home/apt,,4,0,,,2,499,3,21.290978,-157.840225,00:37.3
6465833,16605351,Entire home/apt,,5,14,4.5,4,2,112,1,21.315234,-157.812516,00:35.3
8573466,21342307,Private room,,1,7,5,2,1,49,2,21.32644,-158.058684,00:30.3
10251704,25102990,Private room,,2,5,4.5,2,1,85,3,21.570412,-158.111253,00:24.9
10615564,33388952,Private room,,4,4,4.5,2,1,85,1,21.2753,-157.820381,00:17.0
1551568,1832197,Private room,,4,42,4.5,3,1,110,1,21.265707,-157.812777,00:07.4
6494940,461037,Entire home/apt,,2,0,,,6,699,3,21.603917,-157.908111,00:00.5
2882721,461037,Entire home/apt,,2,0,,,4,300,3,21.649005,-157.930774,59:55.4
9611792,49731275,Entire home/apt,,4,1,5,,6,1150,4,21.273078,-157.708338,59:49.3
9240532,46740539,Entire home/apt,,7,7,5,,3,189,3,21.33291,-157.864699,59:47.2
9610099,31181927,Private room,,5,0,,2,1,50,1,21.301002,-157.785077,59:36.0
8519666,44859641,Entire home/apt,,4,9,5,4,1,175,3,21.271852,-157.822578,59:33.4
6679237,34961508,Entire home/apt,,4,5,5,,2,325,1,21.286608,-157.790851,59:19.7
2099262,10706982,Entire home/apt,,4,21,5,,6,675,7,21.314438,-157.711678,59:09.3
6994710,36247801,Entire home/apt,,3,2,5,2,1,175,5,21.411872,-157.744347,59:03.8
5944800,21105072,Entire home/apt,,5,0,,2,1,200,7,21.285602,-157.8253,58:56.1
8991954,3314241,Private room,,5,2,5,2,1,65,2,21.28874,-157.811914,58:54.2
6854698,30161543,Entire home/apt,,4,2,4.5,,2,209,7,21.286133,-157.699327,58:30.1
804274,4231961,Entire home/apt,,4,29,5,2,0,142,3,21.272279,-157.820927,58:15.5
196110,943818,Entire home/apt,,3,14,4.5,3,1,199,5,21.413928,-157.769951,58:08.6
3517372,17709954,Entire home/apt,,3,9,4.5,,3,625,5,21.33657,-157.698599,58:04.9
2936504,10393961,Private room,,2,114,5,2,1,94,3,21.628679,-158.073266,57:56.8
1836416,378608,Entire home/apt,,3,16,5,,2,245,3,21.33942,-157.704069,57:46.9
385185,1928202,Private room,,4,112,5,2,1,75,3,21.271881,-157.702508,57:42.7
1797181,378608,Entire home/apt,,3,0,,4,1,210,3,21.389735,-157.727797,57:34.4
4448667,1596819,Private room,,6,11,5,2,1,75,1,21.307515,-157.847485,57:25.0
10252010,23310530,Entire home/apt,,4,0,,2,0,99,6,21.261167,-157.798925,57:20.9
9236181,1191923,Entire home/apt,,2,2,4,,2,195,4,21.618272,-158.085688,57:17.3
8156344,5355764,Entire home/apt,,2,17,5,2,0,135,3,21.683453,-158.031751,57:10.3
9680793,6034640,Private room,,3,3,4.5,2,1,80,1,21.382828,-157.750002,57:02.4
3416142,15652222,Entire home/apt,,1,5,5,,2,350,6,21.336309,-158.120618,56:56.4
4137709,8551876,Entire home/apt,,4,15,4.5,4,1,120,3,21.273929,-157.820675,56:48.1
3304358,16113256,Entire home/apt,,4,18,4.5,2,0,109,4,21.285842,-157.83956,56:41.0
6594538,25445257,Entire home/apt,,4,2,4.5,4,1,150,4,21.273598,-157.822493,56:38.5
6665399,33380091,Entire home/apt,,4,0,,6,1,180,1,21.275739,-157.822465,56:08.9
6975247,36575845,Entire home/apt,,4,10,5,4,2,289,1,21.286862,-157.836873,56:02.2
6753821,34024330,Entire home/apt,,4,3,5,,2,199,2,21.276346,-157.820104,55:58.4
5603969,3314241,Entire home/apt,,5,14,5,,7,725,2,21.287616,-157.80181,55:54.4
6106766,31686373,Entire home/apt,,2,6,5,4,2,250,3,21.57884,-158.153888,55:48.6
8349352,43776892,Entire home/apt,,1,2,5,,2,115,1,21.479694,-158.204055,55:40.2
7615142,7785405,Entire home/apt,,1,5,5,,3,595,1,21.330989,-158.121191,55:31.0
2756823,14098943,Entire home/apt,,5,34,5,3,1,110,2,21.291231,-157.83826,55:23.4
8277618,25846886,Entire home/apt,,2,0,,,5,570,7,21.636565,-157.919365,55:19.3
10542639,49431034,Entire home/apt,,2,0,,,4,195,2,21.649447,-157.927542,54:58.3
8861949,10496350,Entire home/apt,,4,1,5,,6,3000,1,21.265273,-157.710203,54:49.7
1405415,7175139,Entire home/apt,,5,79,4.5,,2,149,1,21.287436,-157.820297,54:46.9
232825,706371,Entire home/apt,,4,18,4.5,,2,359,3,21.290578,-157.840627,54:42.9
295519,1456277,Private room,,5,40,5,2,1,69,7,21.298516,-157.79021,54:39.8
9111222,740644,Entire home/apt,,4,11,5,2,0,135,1,21.285768,-157.831656,54:30.6
104447,71120,Entire home/apt,,5,9,5,2,0,125,30,21.291824,-157.836617,54:27.4
6980044,36600348,Entire home/apt,,4,12,5,4,1,130,30,21.283745,-157.828741,54:23.8
6665560,33380091,Entire home/apt,,4,0,,4,1,210,1,21.273605,-157.820604,54:19.3
10706991,51921955,Entire home/apt,,3,0,,,9,1200,1,21.394935,-157.731558,54:16.0
9116179,43073326,Private room,,4,6,4.5,2,1,119,2,21.286103,-157.835655,54:13.9
6095416,23906942,Entire home/apt,,4,5,5,4,3,168,5,21.291617,-157.694005,54:05.5
2407312,12305876,Entire home/apt,,2,16,4.5,4,1,185,1,21.680372,-158.037218,54:03.6
8525105,44890087,Entire home/apt,,4,5,5,,2,210,2,21.27583,-157.824102,54:00.2
716971,3696248,Entire home/apt,,3,51,5,2,2,87,5,21.370782,-157.734218,53:58.0
33425,144760,Private room,,4,25,4.5,3,1,103,1,21.27999,-157.700744,53:55.6
5736199,28716554,Private room,,4,30,4.5,2,1,89,1,21.280709,-157.825284,53:51.7
9591179,2576932,Entire home/apt,,4,0,,,4,649,5,21.278582,-157.827527,53:48.4
11061624,21188279,Private room,,6,4,5,2,1,85,2,21.321456,-157.843417,53:37.7
10017539,51441541,Private room,,9,1,5,1,1,45,3,21.440437,-158.019439,53:32.1
7567559,4924583,Entire home/apt,,4,12,4.5,5,2,215,2,21.276481,-157.820468,53:24.3
10295377,31737661,Private room,,4,6,4.5,2,1,55,2,21.302816,-157.669918,53:17.2
1833269,9032726,Entire home/apt,,2,5,4.5,,3,200,4,21.624871,-157.919795,53:13.6
10155224,4582903,Private room,,6,6,4.5,2,1,87,5,21.303351,-157.833453,53:11.2
9748927,29164377,Entire home/apt,,3,0,,,5,3647,7,21.398256,-157.728559,52:58.1
8091416,42732356,Entire home/apt,,4,15,5,,2,250,1,21.284417,-157.839117,52:48.2
8509933,40922297,Entire home/apt,,4,8,5,2,0,96,1,21.28715,-157.833889,52:42.3
7664563,3028649,Entire home/apt,,9,14,5,,2,175,2,21.312474,-157.999362,52:40.2
1197879,1166569,Entire home/apt,,2,7,4.5,,2,193,4,21.698831,-157.994215,52:35.9
7405576,2384634,Entire home/apt,,5,13,4.5,,2,192,2,21.287742,-157.831568,52:31.7
2671573,4855417,Private room,,1,44,4.5,2,1,65,2,21.360959,-158.085303,52:25.3
9046217,47202476,Entire home/apt,,5,4,4.5,4,2,90,1,21.287598,-157.822715,52:22.3
1970520,5448114,Entire home/apt,,4,33,4,2,1,95,3,21.28576,-157.838593,52:18.5
8326369,17709954,Entire home/apt,,3,1,5,,4,770,6,21.339336,-157.69918,52:12.5
960676,2576932,Entire home/apt,,5,18,5,4,1,159,3,21.282078,-157.824895,52:09.9
3220289,2349948,Entire home/apt,,4,24,4,3,0,119,2,21.275549,-157.82355,52:01.4
1764600,9252950,Entire home/apt,,1,19,5,3,0,175,1,21.48029,-158.206451,51:50.8
9417669,16113256,Entire home/apt,,4,7,4.5,4,1,168,3,21.281665,-157.826093,51:43.8
4547205,10496350,Entire home/apt,,1,0,,,2,460,6,21.334463,-158.120262,51:38.3
6886256,461037,Entire home/apt,,2,1,,,3,160,1,21.650992,-157.926814,51:35.0
9562954,19252004,Private room,,4,0,,2,1,85,1,21.274494,-157.821959,51:32.0
5615529,25846886,Entire home/apt,,2,4,3,,3,359,3,21.678788,-158.037595,51:22.4
7859792,41423781,Entire home/apt,,3,18,5,2,0,140,4,21.422205,-157.752726,51:20.0
9343852,48494035,Shared room,,4,2,,2,1,39,7,21.282521,-157.827311,51:08.6
6665504,33380091,Entire home/apt,,4,0,,6,1,180,1,21.275555,-157.822109,11:26.7
9073908,47324761,Entire home/apt,,4,9,5,5,1,350,1,21.261631,-157.819832,11:18.9
4257954,8417259,Entire home/apt,,2,4,5,2,1,150,2,21.654141,-158.058589,11:14.4
9140904,47435444,Entire home/apt,,2,0,,,5,400,4,21.64294,-157.91986,11:04.5
8371750,44124106,Shared room,,4,0,,1,1,140,1,21.285817,-157.836894,10:52.1
8519178,34480813,Private room,,4,3,4.5,,1,200,1,21.270857,-157.780571,10:42.7
6214669,26367237,Private room,,2,12,4.5,2,1,54,1,21.568733,-158.124941,10:40.5
2552127,11763720,Entire home/apt,,4,49,4.5,2,0,110,1,21.275579,-157.822233,10:37.3
10214497,12548147,Entire home/apt,,4,1,5,4,1,98,5,21.280812,-157.8263,10:33.5
8258244,43548533,Private room,,4,0,,2,1,79,1,21.29407,-157.753601,10:27.2
6148653,29356299,Entire home/apt,,4,17,4,4,0,125,3,21.281475,-157.82593,10:23.5
9895336,26932511,Entire home/apt,,4,0,,,2,163,1,21.276088,-157.793751,10:20.9
9153855,47655441,Private room,,2,4,5,2,1,65,2,21.638889,-158.046381,10:13.9
3898928,20187886,Private room,,3,45,5,2,1,105,1,21.408567,-157.750235,10:10.7
2228180,11369496,Private room,,3,10,4.5,2,1,132,3,21.393887,-157.731936,10:03.8
8106508,40240788,Entire home/apt,,4,6,4.5,4,1,150,3,21.27373,-157.822189,09:57.7
4854095,24971626,Entire home/apt,,3,13,4.5,3,1,115,3,21.412045,-157.805098,09:47.1
307004,1579356,Entire home/apt,,3,91,5,2,1,185,5,21.397751,-157.730648,09:39.0
3479044,3046264,Entire home/apt,,5,19,4.5,,2,275,2,21.286434,-157.829104,09:36.4
6376746,33235593,Private room,,5,26,5,2,1,75,1,21.285896,-157.826567,09:33.6
2172663,8644284,Entire home/apt,,4,54,4.5,3,1,120,3,21.284457,-157.835861,09:26.1
2254945,10509623,Entire home/apt,,3,20,5,2,0,125,4,21.390536,-157.733359,09:18.4
6665446,33380091,Entire home/apt,,4,0,,6,1,190,1,21.27552,-157.82194,09:11.8
2151819,10982895,Entire home/apt,,2,63,4.5,4,1,75,3,21.620284,-157.917237,09:09.6
330542,1686121,Entire home/apt,,2,11,5,,5,750,,21.631004,-158.071746,08:57.0
5280819,10645147,Private room,,3,55,4.5,2,1,75,1,21.42577,-157.793751,08:53.6
4128952,13619776,Entire home/apt,,2,2,5,,0,149,4,21.472918,-157.844293,08:50.1
9594306,49656090,Private room,,4,2,4.5,2,1,89,5,21.28556,-157.839359,08:46.3
6479235,3975009,Entire home/apt,,4,0,,4,1,155,7,21.280393,-157.828005,08:43.4
6888091,19252004,Entire home/apt,,4,17,4.5,,2,200,1,21.281619,-157.825914,08:41.2
9262889,46430724,Entire home/apt,,4,3,3.5,4,0,110,2,21.276315,-157.824536,08:37.1
5851455,30383311,Private room,,4,105,5,2,1,75,1,21.275203,-157.822925,08:34.7
8134392,42956431,Entire home/apt,,2,14,5,2,0,155,2,21.677555,-158.033976,08:21.1
1170424,6407964,Entire home/apt,,4,4,5,,3,290,3,21.292417,-157.688219,08:13.9
926245,4984115,Private room,,2,76,4.5,3,1,90,2,21.678599,-158.036759,08:11.1
6623872,34669701,Entire home/apt,,2,24,5,4,2,170,3,21.581201,-158.126151,08:08.0
6992513,20326256,Entire home/apt,,3,19,5,4,1,140,1,21.428027,-157.748586,08:05.4
660316,3332623,Entire home/apt,,4,62,5,4,1,160,1,21.278547,-157.823615,08:01.0
6085270,461037,Entire home/apt,,4,0,,,4,2090,8,21.261793,-157.708776,07:54.3
8780721,13200047,Entire home/apt,,4,2,5,,3,750,3,21.262138,-157.821202,07:48.2
9217830,14740621,Entire home/apt,,1,0,,5,2,125,2,21.468372,-158.216765,07:45.2
7843931,41332636,Private room,,4,0,,4,1,250,1,21.284088,-157.838903,07:42.6
8542978,44975129,Entire home/apt,,4,1,5,3,2,100,3,21.273123,-157.802966,07:40.9
2256385,11519600,Private room,,5,25,5,2,1,65,3,21.298802,-157.803807,07:35.7
7527119,39444723,Entire home/apt,,1,15,4.5,3,1,99,3,21.482049,-158.204101,07:26.4
10544186,24332379,Entire home/apt,,4,0,,,3,1000,10,21.258533,-157.814471,07:21.1
7956673,41961202,Private room,,2,14,3.5,4,1,120,1,21.676812,-158.035276,07:12.9
3783233,8782244,Private room,,7,29,4.5,2,1,60,1,21.319221,-157.86185,07:06.9
1602322,5004868,Entire home/apt,,4,61,4.5,5,1,140,1,21.283187,-157.82871,07:04.7
746075,3913149,Entire home/apt,,5,19,4.5,2,1,98,28,21.287834,-157.809907,06:57.8
10942344,23002591,Private room,,3,4,4,4,1,140,1,21.401515,-157.745957,06:55.6
1718378,1740542,Entire home/apt,,4,35,4,3,1,110,2,21.277653,-157.824225,06:48.8
6616502,30132325,Private room,,4,49,4.5,2,1,75,1,21.278656,-157.821701,06:34.7
3157030,16019415,Shared room,,5,3,5,2,1,40,1,21.291469,-157.827178,06:18.1
10835842,46658573,Entire home/apt,,3,0,,,6,5000,1,21.408209,-157.743983,06:08.8
6591689,34485450,Private room,,3,0,,2,1,51,5,21.372862,-157.74288,06:05.2
6593840,25445257,Entire home/apt,,4,4,4,4,1,155,4,21.272844,-157.822675,05:55.6
7387363,30451500,Entire home/apt,,4,1,4,2,0,57,4,21.280338,-157.826403,05:47.7
5363824,1671879,Entire home/apt,,4,17,5,4,1,129,3,21.277184,-157.822798,05:44.1
1212691,6619904,Entire home/apt,,2,18,5,4,1,220,3,21.665463,-158.050509,05:39.5
3646236,17709954,Entire home/apt,,3,0,,,6,6500,6,21.32485,-157.681072,05:37.1
4605710,6034529,Entire home/apt,,5,21,5,2,1,140,30,21.297006,-157.83811,05:30.6
6390678,22424364,Private room,,4,19,5,2,1,65,2,21.291032,-157.713065,05:27.6
8529755,37257332,Entire home/apt,,4,1,5,,3,1709,30,21.25633,-157.801237,05:21.5
1774526,378608,Entire home/apt,,3,33,5,2,0,125,2,21.339824,-157.701826,05:07.7
2467081,706371,Entire home/apt,,4,2,5,4,0,399,1,21.279798,-157.831244,04:55.2
2228778,11369496,Private room,,3,10,4.5,2,1,92,3,21.392511,-157.733839,04:53.8
9884581,9127597,Entire home/apt,,4,2,5,,4,695,1,21.2951,-157.691188,04:48.2
626156,3103484,Entire home/apt,,3,12,5,5,2,284,1,21.395293,-157.730051,04:39.7
6292815,77633,Entire home/apt,,4,1,5,4,0,140,1,21.279847,-157.826197,04:34.1
6887625,3152360,Entire home/apt,,4,3,5,4,0,190,1,21.279136,-157.826504,04:29.5
8478283,34024330,Entire home/apt,,4,4,5,4,1,162,3,21.285231,-157.839329,04:26.0
6688936,10496350,Entire home/apt,,4,0,,,4,1500,7,21.259473,-157.796859,45:11.4
2311353,7442275,Entire home/apt,,4,1,5,,3,650,1,21.296312,-157.693575,45:07.1
8906767,11822619,Entire home/apt,,4,12,4.5,4,1,149,3,21.283477,-157.837551,45:03.6
9825277,20446464,Private room,,5,18,4.5,2,1,40,1,21.28843,-157.820434,44:53.7
7999609,12992020,Entire home/apt,,6,4,4.5,2,1,135,4,21.308903,-157.86116,44:50.9
9340395,47857744,Private room,,1,0,,2,1,152,1,21.406393,-158.162101,44:45.9
10639352,16447527,Entire home/apt,,4,0,,4,1,129,10,21.281536,-157.827492,44:35.2
2268117,11581691,Entire home/apt,,3,11,5,4,2,150,3,21.383862,-157.743097,44:26.2
3220203,2349948,Entire home/apt,,4,39,4,2,0,90,2,21.274811,-157.824005,44:23.8
5605760,23491266,Private room,,3,22,4.5,2,1,75,2,21.406724,-157.753972,44:21.8
2532804,7324234,Private room,,5,61,4.5,3,1,85,1,21.306347,-157.814588,44:19.2
1508072,8055475,Entire home/apt,,5,0,,4,2,220,21,21.291982,-157.848836,44:11.9
6916870,2349948,Entire home/apt,,4,22,4.5,2,0,85,2,21.276756,-157.823736,44:09.1
9552265,16113256,Entire home/apt,,4,2,4,4,1,169,,21.278388,-157.824174,44:06.7
9863435,50014565,Shared room,,1,3,4.5,1,1,65,1,21.475751,-158.218254,44:00.9
7619608,34800048,Entire home/apt,,3,8,5,,3,210,3,21.345737,-157.71421,43:56.5
7213555,33123363,Private room,,5,40,4.5,2,1,59,1,21.295908,-157.843696,43:44.8
3743772,13015695,Private room,,6,25,4.5,3,1,56,1,21.358525,-157.85365,43:39.0
4033557,15648143,Entire home/apt,,3,2,5,,2,300,5,21.338455,-157.701665,43:35.6
3458161,17427979,Entire home/apt,,4,42,5,2,1,145,1,21.283376,-157.827608,43:32.1
5318498,27552317,Shared room,,4,12,4,1,1,50,1,21.275027,-157.819804,43:22.4
9678917,740644,Entire home/apt,,4,17,4.5,2,0,115,1,21.286609,-157.831734,43:06.3
356441,1803883,Entire home/apt,,1,9,4.5,,5,541,4,21.468238,-158.21642,43:04.2
5649578,29164377,Entire home/apt,,1,0,,,2,906,7,21.339049,-158.120285,43:02.3
8428250,34024330,Entire home/apt,,4,1,4,4,1,112,2,21.280351,-157.825329,42:53.9
8799318,29653793,Private room,,5,28,5,2,1,99,2,21.277143,-157.809319,42:50.3
6562464,34144484,Entire home/apt,,4,4,4.5,1,0,99,5,21.276297,-157.82293,42:46.5
9161401,10496350,Entire home/apt,,4,0,,,4,4000,10,21.256962,-157.815258,42:40.1
1679289,8884049,Entire home/apt,,3,3,5,5,2,324,7,21.402481,-157.73813,42:36.8
675976,3416690,Private room,,1,13,4.5,1,1,55,1,21.440045,-158.156772,42:34.0
6665426,33380091,Entire home/apt,,4,0,,4,1,210,1,21.274993,-157.820743,42:30.5
7713277,40520789,Entire home/apt,,1,11,5,,2,95,4,21.481632,-158.202983,42:26.5
865710,4281948,Entire home/apt,,2,1,5,,5,800,4,21.648899,-157.916145,42:07.6
8119570,27194067,Entire home/apt,,6,5,4,,3,230,4,21.355514,-157.858318,42:03.8
9199356,166770,Shared room,,4,1,,1,1,30,2,21.286013,-157.837211,41:58.7
11227720,55540009,Private room,,8,1,5,2,1,75,1,21.418343,-157.99474,41:53.4
11497123,16217332,Private room,,5,0,,1,1,50,7,21.297087,-157.793231,41:41.9
10994605,51018667,Entire home/apt,,4,0,,3,1,185,3,21.280649,-157.826692,41:35.8
8310892,12592008,Entire home/apt,,4,2,5,4,2,145,3,21.292613,-157.707292,41:31.6
11419101,5006973,Private room,,5,0,,2,1,148,1,21.297353,-157.801189,41:29.6
2996275,15274083,Entire home/apt,,4,0,,4,0,205,7,21.276049,-157.823484,41:23.1
3232074,2349948,Entire home/apt,,4,36,4.5,4,0,149,4,21.275557,-157.823276,40:46.0
6157231,31691659,Private room,,5,1,,2,1,299,1,21.294588,-157.848666,40:41.9
3306411,16695848,Entire home/apt,,4,59,4.5,4,0,115,3,21.282022,-157.826737,40:39.6
9320216,44494008,Entire home/apt,,4,1,5,,2,814,5,21.284452,-157.836479,40:30.8
8635963,45321760,Private room,,2,6,4.5,2,1,50,1,21.677392,-158.034213,40:27.1
1006799,88829,Shared room,,5,34,5,1,1,48,2,21.317626,-157.800585,40:17.5
4868756,3913149,Entire home/apt,,5,5,4.5,2,0,98,60,21.288007,-157.811023,40:14.7
5594035,25219361,Private room,,4,64,4.5,2,1,71,1,21.27688,-157.82134,40:06.9
3799854,9976338,Entire home/apt,,2,67,5,2,0,150,1,21.602836,-157.899227,40:05.0
8786004,63444,Private room,,3,14,4.5,2,1,69,3,21.401727,-157.747139,39:54.1
6007144,31184930,Private room,,3,20,5,2,1,80,1,21.410795,-157.801805,39:50.5
10266175,42868615,Entire home/apt,,1,0,,4,1,110,1,21.482056,-158.202054,39:44.1
